Date/Time,Environment:Site Daylight Saving Time Status [](Hourly),Environment:Site Day Type Index [](Hourly),AHU1 LIGHTS:Lights Electric Power [W](Hourly),AHU2 LIGHTS:Lights Electric Power [W](Hourly),AHU3 LIGHTS:Lights Electric Power [W](Hourly),AHU4 LIGHTS:Lights Electric Power [W](Hourly),AHU1:Zone Thermostat Air Temperature [C](Hourly),AHU1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU2:Zone Thermostat Air Temperature [C](Hourly),AHU2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU3:Zone Thermostat Air Temperature [C](Hourly),AHU3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU1 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU2 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU3 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU4 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),LG ARUB121BTE4 VRF HEAT PUMP:VRF Heat Pump Total Cooling Rate [W](Hourly),LG ARUB121BTE4 VRF HEAT PUMP:VRF Heat Pump Part Load Ratio [](Hourly),VRFCOOLCAPFT:Performance Curve Output Value [](Hourly) 
 04/27  03:00:00,1,2,24,0,1,65,25.56054508,25.56,25.56006866,25.56,25.56006702,25.56,25.56,1375.703549,116.5404425,0,719.967551,3503.883079,0.15,0.874084976
 04/27  04:00:00,1,2,23,0,0,65,25.56049391,25.56,25.56005768,25.56,25.56007176,25.56,25.56,1380.22627,147.6174735,0,714.8298739,3508.423431,0.15,0.880540779
 04/27  05:00:00,1,2,21,0,0,65,25.56054502,25.56,25.56006751,25.56,25.56007674,25.56,25.56,1355.570185,155.6486632,0,709.751777,3466.58266,0.15,0.882986716
 04/27  06:00:00,1,2,23,0,0,65,22.35840961,22.22,22.34796543,22.22,22.3366118,22.22,25.56,4985.240684,4067.203406,3342.298995,703.7494143,14681.01745,0.310167348,0.850086513
 04/27  07:00:00,1,2,46,22,12,65,22.21807483,22.22,22.2181509,22.22,22.21872109,22.22,25.56,3595.461221,3417.845099,2237.307437,688.8402673,11443.56307,0.250615509,0.842829833
 04/27  08:00:00,1,2,205,811,297,65,22.2229518,22.22,22.21913076,22.22,22.22263529,22.22,25.56,4374.40331,6325.046083,3347.445472,668.2703886,16319.50166,0.358543568,0.840087046
 04/27  09:00:00,1,2,204,830,343,65,22.22248266,22.22,22.21782226,22.22,22.22152511,22.22,25.56,6496.62923,7915.038983,5201.113419,661.4063253,21968.31955,0.487294482,0.832478115
 04/27  10:00:00,1,2,204,825,349,65,22.22106693,22.22,22.21703868,22.22,22.21742282,22.22,25.56,7869.933899,8824.247828,8095.006383,668.5426424,27188.58279,0.613655342,0.818052329
 04/27  11:00:00,1,2,199,849,355,65,22.21976777,22.22,22.21623362,22.22,22.2161155,22.22,25.56,9068.735157,9645.33721,8669.900758,685.429183,29794.77683,0.681888823,0.806713397
 04/27  12:00:00,1,2,186,842,352,65,22.2198904,22.22,22.21615634,22.22,22.2169216,22.22,25.56,9053.402681,10120.32149,8260.031561,705.161003,29819.39049,0.688784751,0.799247975
 04/27  13:00:00,1,2,138,846,286,65,22.22000744,22.22,22.21574509,22.22,22.21710764,22.22,25.56,9102.142256,10546.8018,8569.142319,715.7560508,30617.76677,0.709747968,0.79640414
 04/27  14:00:00,1,2,152,838,293,65,22.22306385,22.22,22.21761164,22.22,22.21851905,22.22,25.56,6949.038983,8818.940206,7549.762258,724.4967213,25610.01085,0.592972372,0.797340474
 04/27  15:00:00,1,2,156,810,330,65,22.22415525,22.22,22.21916775,22.22,22.21999548,22.22,25.56,6203.839974,7805.438103,6464.949966,724.7568513,22730.84473,0.52264157,0.802996253
 04/27  16:00:00,1,2,154,781,326,65,22.22331006,22.22,22.21880144,22.22,22.21995404,22.22,25.56,6510.680257,7997.545334,6553.073754,720.4319606,23385.97754,0.531857157,0.811740843
 04/27  17:00:00,1,2,162,825,342,65,22.22036615,22.22,22.21733304,22.22,22.21867265,22.22,25.56,8707.938971,8810.454274,7444.077771,711.7676993,27376.35392,0.622819014,0.811431845
 04/27  18:00:00,1,2,165,827,308,65,25.33070304,25.56,25.36450537,25.56,25.31374073,25.56,25.56,2257.729111,2176.119882,1283.726951,681.098729,7559.617537,0.166186773,0.827639904
 04/27  19:00:00,1,2,183,261,212,65,25.56007828,25.56,25.56005191,25.56,25.56005028,25.56,25.56,3063.702415,1888.753814,1320.393981,742.2089477,8429.361169,0.17843251,0.872105482
 04/27  20:00:00,1,2,121,562,161,65,25.56078561,25.56,25.56068797,25.56,25.56029856,25.56,25.56,1795.18805,1205.875234,584.677522,746.6574201,5738.897386,0.15,0.870556859
 04/27  21:00:00,1,2,46,33,51,65,25.56047402,25.56,25.56023605,25.56,25.56009777,25.56,25.56,1361.308785,303.496616,8.035679307,741.981314,3788.13683,0.15,0.844411418
 04/27  22:00:00,1,2,18,0,0,65,25.56033313,25.56,25.56011276,25.56,25.56005962,25.56,25.56,1302.014537,203.5114847,0,734.47142,3581.838281,0.15,0.842593206
 04/27  23:00:00,1,2,12,0,0,65,25.56038358,25.56,25.56011119,25.56,25.56007108,25.56,25.56,1202.371087,167.4559536,0,727.411327,3369.00835,0.15,0.842509289
 04/27  24:00:00,1,2,39,0,1,65,25.56076416,25.56,25.56010861,25.56,25.56007707,25.56,25.56,1320.419399,206.4158494,0,717.3441331,3594.823082,0.15,0.847550397
 04/28  01:00:00,1,3,20,0,0,65,25.56037513,25.56,25.56006208,25.56,25.56006077,25.56,25.56,1217.772297,96.9071671,0,716.7486509,3341.62341,0.15,0.847008492
 04/28  02:00:00,1,3,11,0,0,65,25.56030065,25.56,25.5600458,25.56,25.56007991,25.56,25.56,1152.49199,74.77817893,0,716.6569207,3199.481492,0.15,0.84939243
 04/28  03:00:00,1,3,25,0,0,65,25.56052657,25.56,25.56005623,25.56,25.5600902,25.56,25.56,1197.417594,5.48781653,0,711.4562217,3154.016825,0.15,0.852013781
 04/28  04:00:00,1,3,32,0,1,65,25.56062325,25.56,25.56006071,25.56,25.56006727,25.56,25.56,1226.02742,79.71276552,0,710.6560806,3268.541991,0.15,0.855926414
 04/28  05:00:00,1,3,20,0,0,65,25.56060767,25.56,25.5600717,25.56,25.56007258,25.56,25.56,1193.129813,53.03199896,0,707.4471749,3196.266941,0.15,0.854519611
 04/28  06:00:00,1,3,17,0,0,65,22.34907025,22.22,22.33020263,22.22,22.31479043,22.22,25.56,4643.330322,3582.076783,2855.937924,697.6098448,13296.51436,0.285016706,0.842497039
 04/28  07:00:00,1,3,40,19,2,65,22.2181404,22.22,22.2183615,22.22,22.21896517,22.22,25.56,3435.931134,2968.044186,1946.316946,682.3111684,10500.11334,0.230688218,0.84025685
 04/28  08:00:00,1,3,187,778,265,65,22.22378379,22.22,22.22010364,22.22,22.22262565,22.22,25.56,4365.823975,6006.629786,3816.515286,664.510654,16444.29604,0.362258509,0.837882743
 04/28  09:00:00,1,3,191,821,330,65,22.22271122,22.22,22.21781585,22.22,22.22020191,22.22,25.56,6216.264386,7889.62768,6306.879163,656.2041712,22771.58249,0.506312853,0.830423454
 04/28  10:00:00,1,3,142,826,350,65,22.22297061,22.22,22.21790688,22.22,22.21955461,22.22,25.56,5531.936282,7162.976746,5679.48995,659.0089189,20659.98469,0.461261168,0.82684433
 04/28  11:00:00,1,3,170,831,344,65,22.22391902,22.22,22.21907864,22.22,22.22112988,22.22,25.56,5666.097938,7221.372311,5381.704126,657.7915124,20561.99687,0.458069672,0.82868226
 04/28  12:00:00,1,3,179,831,350,65,22.22403987,22.22,22.21920942,22.22,22.22150102,22.22,25.56,5357.923693,6887.241656,5049.35307,658.5767204,19554.44963,0.436259962,0.827405526
 04/28  13:00:00,1,3,180,823,311,65,22.22518621,22.22,22.22032251,22.22,22.2224944,22.22,25.56,5409.510411,7056.979405,4977.76617,654.4716875,19684.53491,0.440937582,0.824235213
 04/28  14:00:00,1,3,156,807,306,65,22.22528466,22.22,22.21997107,22.22,22.22236846,22.22,25.56,5458.469311,7099.597321,5205.586322,654.0330925,19980.5389,0.450336824,0.819096952
 04/28  15:00:00,1,3,162,832,299,65,22.2255294,22.22,22.22096022,22.22,22.22257894,22.22,25.56,5375.566354,6491.483142,4911.894291,653.6549742,18963.052,0.427901802,0.818132646
 04/28  16:00:00,1,3,183,792,307,65,22.22609401,22.22,22.2212837,22.22,22.2233353,22.22,25.56,5172.569137,6357.249606,4713.190486,650.3678712,18407.78153,0.415514061,0.81785479
 04/28  17:00:00,1,3,195,804,352,65,22.22528997,22.22,22.22099191,22.22,22.22310492,22.22,25.56,5555.113835,6003.589748,4484.015132,649.8158219,18206.16721,0.410424921,0.818736657
 04/28  18:00:00,1,3,179,817,343,65,25.25097957,25.56,25.31770925,25.56,25.22069027,25.56,25.56,1499.855604,1545.749915,706.6265953,579.6102732,5393.359501,0.118177298,0.837969596
 04/28  19:00:00,1,3,187,773,222,65,25.56049282,25.56,25.56035117,25.56,25.56015557,25.56,25.56,2067.52483,1624.652034,529.9452134,693.2814631,6318.029385,0.152972826,0.845772278
 04/28  20:00:00,1,3,79,276,73,65,25.56056158,25.56,25.5602931,25.56,25.56009234,25.56,25.56,1086.503672,414.2218465,31.34817158,702.2475775,3626.558032,0.15,0.837459144
 04/28  21:00:00,1,3,102,452,144,65,25.56044923,25.56,25.5602229,25.56,25.56006909,25.56,25.56,1314.955189,491.3322153,15.91087765,702.9598014,3892.764983,0.15,0.847668772
 04/28  22:00:00,1,3,3,0,0,65,25.56042961,25.56,25.56009234,25.56,25.56015549,25.56,25.56,1055.32802,0,0,697.1594428,2752.097447,0.15,0.834429035
 04/28  23:00:00,1,3,24,0,0,65,25.56029913,25.56,25.56005919,25.56,25.56021235,25.56,25.56,980.7046762,0,0,695.0803876,2614.2966,0.15,0.833932861
 04/28  24:00:00,1,3,33,0,1,65,25.56034351,25.56,25.56008256,25.56,25.56020589,25.56,25.56,983.7773617,0,0,696.417111,2628.934289,0.15,0.836427004
 04/29  01:00:00,1,4,15,0,0,65,25.56053353,25.56,25.56006417,25.56,25.56017571,25.56,25.56,1015.859231,0,0,688.4191168,2720.94316,0.15,0.841002176
 04/29  02:00:00,1,4,28,0,1,65,25.56034716,25.56,25.56004908,25.56,25.56015625,25.56,25.56,1066.896866,0,0,689.4827666,2884.196192,0.15,0.845676682
 04/29  03:00:00,1,4,2,0,0,65,25.56041286,25.56,25.56005787,25.56,25.56018495,25.56,25.56,963.9214845,0,0,687.1482222,2602.028553,0.15,0.840964836
 04/29  04:00:00,1,4,28,0,0,65,25.56042158,25.56,25.56009118,25.56,25.56022916,25.56,25.56,910.5629967,0,0,655.368964,2400.250192,0.15,0.841997619
 04/29  05:00:00,1,4,3,0,0,65,25.56044988,25.56,25.56011812,25.56,25.56027185,25.56,25.56,887.2203481,0,0,687.43273,2354.869448,0.15,0.840023897
 04/29  06:00:00,1,4,22,0,0,65,22.35444246,22.22,22.33192534,22.22,22.31747881,22.22,25.56,5119.253035,3809.546804,2911.835041,680.6021266,14132.03014,0.300867508,0.846045142
 04/29  07:00:00,1,4,29,7,3,65,22.2201428,22.22,22.22002282,22.22,22.22007771,22.22,25.56,2839.86157,2489.633239,1297.094437,657.619252,8772.250994,0.196960381,0.82178547
 04/29  08:00:00,1,4,204,771,282,65,22.2243476,22.22,22.22245335,22.22,22.22384279,22.22,25.56,1661.500677,3749.338001,805.2584146,636.4346365,8340.414691,0.191663241,0.803103754
 04/29  09:00:00,1,4,201,815,325,65,22.22427441,22.22,22.22217342,22.22,22.22379219,22.22,25.56,1395.122722,2393.896667,715.9979234,617.7763207,6526.223106,0.151122627,0.797243573
 04/29  10:00:00,1,4,195,817,316,65,22.22458907,22.22,22.2229122,22.22,22.22397196,22.22,25.56,1581.066076,2553.840047,966.8815274,605.8736411,7113.357101,0.161067686,0.81516642
 04/29  11:00:00,1,4,195,852,344,68,22.22585785,22.22,22.22359036,22.22,22.22489787,22.22,25.56,1863.866728,3017.33242,1233.10493,602.1638074,8127.464931,0.181530838,0.826513797
 04/29  12:00:00,1,4,165,801,337,65,22.22637679,22.22,22.22300962,22.22,22.22529402,22.22,25.56,1894.834179,3047.787226,1314.161882,598.2847617,8272.478374,0.183845701,0.830697694
 04/29  13:00:00,1,4,188,799,327,65,22.22673464,22.22,22.22266984,22.22,22.2255835,22.22,25.56,1805.484739,3328.523914,1181.468907,596.3752582,8334.984302,0.185013873,0.831674479
 04/29  14:00:00,1,4,165,826,349,65,22.22655702,22.22,22.22363373,22.22,22.22546408,22.22,25.56,1638.795469,2782.039565,1061.510006,592.1302911,7489.030003,0.166066717,0.832454437
 04/29  15:00:00,1,4,165,810,325,65,22.22697762,22.22,22.22280855,22.22,22.22580979,22.22,25.56,1818.374431,3106.560117,1205.527388,591.1466028,8150.225731,0.179697448,0.837302102
 04/29  16:00:00,1,4,160,802,336,65,22.22701439,22.22,22.22243628,22.22,22.22534527,22.22,25.56,2083.666712,3389.227367,1570.572314,593.2030895,9076.111908,0.199894539,0.8382061
 04/29  17:00:00,1,4,182,757,338,65,22.22606989,22.22,22.22222949,22.22,22.22435734,22.22,25.56,2793.279648,3902.599053,2389.10732,600.751775,11172.07197,0.245294235,0.840828279
 04/29  18:00:00,1,4,162,799,343,65,24.78659838,25.56,25.33928991,25.56,24.68679771,25.56,25.56,165.3912149,583.0229734,0,318.8646177,1458.084994,5.74E-02,0.840138858
 04/29  19:00:00,1,4,165,218,249,65,25.55744334,25.56,25.57107768,25.56,25.55498518,25.56,25.56,634.7651831,194.3208934,0,680.4441712,2526.327334,0.15,0.829190521
 04/29  20:00:00,1,4,149,585,198,65,25.56013906,25.56,25.56028737,25.56,25.5471695,25.56,25.56,362.4465947,55.53846049,0,672.4870143,1963.555302,0.15,0.814546301
 04/29  21:00:00,1,4,19,86,30,65,25.56007374,25.56,25.56024541,25.56,25.30442818,25.56,25.56,111.3471927,0,0,667.7477456,1163.506085,0.15,0.762021782
 04/29  22:00:00,1,4,0,0,0,65,25.56018454,25.56,25.56038374,25.56,25.1658752,25.56,25.56,445.8583921,0,0,666.2856182,1366.536401,0.15,0.783862491
 04/29  23:00:00,1,4,0,0,0,65,25.56018038,25.56,25.560402,25.56,25.12803549,25.56,25.56,454.1826894,0,0,665.0226936,1374.032001,0.15,0.785778556
 04/29  24:00:00,1,4,10,0,0,65,25.56024617,25.56,25.5603256,25.56,25.184215,25.56,25.56,544.2636172,0,0,666.224569,1591.789334,0.15,0.802027172
 04/30  01:00:00,1,5,0,0,0,65,25.56021893,25.56,25.56030165,25.56,25.30796728,25.56,25.56,614.9016288,0,0,666.0070594,1668.451562,0.15,0.808072943
 04/30  02:00:00,1,5,0,0,0,65,25.56034232,25.56,25.5602544,25.56,25.35962786,25.56,25.56,623.2973286,0,0,669.9733121,1754.203105,0.15,0.814756761
 04/30  03:00:00,1,5,22,0,1,65,25.56025674,25.56,25.56026115,25.56,25.378949,25.56,25.56,650.9851486,0,0,670.6198534,1736.705513,0.15,0.816153185
 04/30  04:00:00,1,5,0,0,0,65,25.56022034,25.56,25.56023731,25.56,25.40403549,25.56,25.56,641.575617,0,0,670.1521504,1754.890081,0.15,0.819267757
 04/30  05:00:00,1,5,12,0,0,65,25.56031416,25.56,25.56023062,25.56,25.41409062,25.56,25.56,663.1377768,0,0,670.6971141,1798.843109,0.15,0.823242291
 04/30  06:00:00,1,5,14,0,0,65,22.35724501,22.22,22.33382085,22.22,22.31139357,22.22,25.56,4529.35946,3233.449293,2496.556616,669.7762175,12470.51724,0.262862385,0.849104648
 04/30  07:00:00,1,5,42,31,15,65,22.21842751,22.22,22.21839794,22.22,22.21917069,22.22,25.56,3067.269895,2756.888912,1772.195524,654.8821513,9735.021371,0.212663829,0.844911569
 04/30  08:00:00,1,5,204,725,278,65,22.22489961,22.22,22.22119199,22.22,22.22336172,22.22,25.56,2897.631995,4729.845489,2710.956772,634.7697986,12490.12599,0.274246431,0.840791675
 04/30  09:00:00,1,5,171,829,279,65,22.22571473,22.22,22.22106113,22.22,22.22262464,22.22,25.56,3693.640429,5323.75903,4144.946956,635.4144203,15321.92782,0.340183526,0.831527474
 04/30  10:00:00,1,5,184,807,345,65,22.22499757,22.22,22.22113883,22.22,22.22166153,22.22,25.56,4148.021974,5389.280641,4599.068289,642.2595744,16274.66309,0.364816713,0.823580211
 04/30  11:00:00,1,5,157,829,352,65,22.22577636,22.22,22.22091846,22.22,22.22205986,22.22,25.56,4322.451638,5617.244483,4340.476634,655.0761193,16411.60796,0.369399622,0.820185431
 04/30  12:00:00,1,5,159,833,348,65,22.22632537,22.22,22.2211304,22.22,22.22228762,22.22,25.56,5074.082285,5935.623967,4960.063011,670.1172051,18117.47383,0.411068305,0.813729796
 04/30  13:00:00,1,5,146,801,312,65,22.22741366,22.22,22.22218713,22.22,22.22342732,22.22,25.56,5697.280736,6087.902674,5153.332375,701.7837363,19099.43353,0.437989651,0.80508575
 04/30  14:00:00,1,5,156,819,320,65,22.22676997,22.22,22.22167199,22.22,22.22239283,22.22,25.56,5962.474389,6206.431838,5441.92962,695.695765,19764.72981,0.455556445,0.800963209
 04/30  15:00:00,1,5,137,832,309,65,22.22676733,22.22,22.22439797,22.22,22.22477219,22.22,25.56,4577.873231,5550.243644,4436.978365,695.4081659,16703.21607,0.387060445,0.796575081
 04/30  16:00:00,1,5,161,806,335,65,22.22680364,22.22,22.22501186,22.22,22.22530763,22.22,25.56,3932.189145,4800.197365,3598.353692,691.0230092,14455.80085,0.339453693,0.786085979
 04/30  17:00:00,1,5,167,825,352,65,22.22629092,22.22,22.22474079,22.22,22.22499231,22.22,25.56,3738.163074,4400.903355,3306.7294,678.0642934,13554.41843,0.322560006,0.775716815
 04/30  18:00:00,1,5,162,781,348,65,25.11340797,25.56,25.32718752,25.56,25.13086968,25.56,25.56,831.3090921,1263.769394,409.2815701,542.7238581,4000.684014,0.105507453,0.788927354
 04/30  19:00:00,1,5,165,39,219,65,25.56068158,25.56,25.56036758,25.56,25.56021124,25.56,25.56,1267.498057,650.3561838,250.7049178,700.4040412,4263.659175,0.15,0.789849076
 04/30  20:00:00,1,5,0,0,2,65,25.56044008,25.56,25.56010781,25.56,25.56008989,25.56,25.56,825.7722749,12.98821833,0,696.5737196,2805.83884,0.15,0.778281921
 04/30  21:00:00,1,5,149,594,177,65,25.56054614,25.56,25.56021201,25.56,25.56008486,25.56,25.56,1151.690511,497.9910731,2.684996615,700.0646889,3644.432339,0.15,0.784531689
 04/30  22:00:00,1,5,165,382,207,65,25.56062081,25.56,25.56008067,25.56,25.56013973,25.56,25.56,1050.924141,107.8538216,0,700.3585936,3056.245619,0.15,0.776533533
 04/30  23:00:00,1,5,17,0,19,65,25.56046063,25.56,25.56017992,25.56,25.55503163,25.56,25.56,783.3315144,0,0,693.1751324,2045.593839,0.15,0.758910875
 04/30  24:00:00,1,5,0,0,0,65,25.56035572,25.56,25.56025994,25.56,25.45010011,25.56,25.56,621.2300847,0,0,684.74726,1755.853804,0.15,0.751022469
 05/01  01:00:00,1,6,0,0,0,65,25.56030952,25.56,25.56032268,25.56,25.36873664,25.56,25.56,586.3529868,0,0,683.2534107,1622.841993,0.15,0.741335667
 05/01  02:00:00,1,6,0,0,0,65,25.56028628,25.56,25.56036032,25.56,25.26273963,25.56,25.56,495.2227741,0,0,679.0340952,1498.936657,0.15,0.729753149
 05/01  03:00:00,1,6,0,0,0,65,25.56020939,25.56,25.54787448,25.56,25.08414979,25.56,25.56,349.073449,0,0,676.8082909,1236.849622,0.15,0.699741428
 05/01  04:00:00,1,6,0,0,0,65,25.56014664,25.56,25.45372468,25.56,24.88657209,25.56,25.56,250.5459511,0,0,674.0373026,1122.031865,0.15,0.681447261
 05/01  05:00:00,1,6,0,0,0,65,25.56011442,25.56,25.38319512,25.56,24.76117804,25.56,25.56,187.3639303,0,0,671.450441,1056.008131,0.15,0.669092699
 05/01  06:00:00,1,6,0,0,0,65,22.27488797,22.22,22.26202135,22.22,22.23409184,22.22,25.56,2941.417833,1863.468463,1144.180787,664.4692715,8022.742392,0.202098884,0.725392343
 05/01  07:00:00,1,6,54,119,34,65,22.22008236,22.22,22.22004794,22.22,22.22002046,22.22,25.56,2087.889699,1584.382409,770.6212638,650.500754,6496.709675,0.166256009,0.72140437
 05/01  08:00:00,1,6,205,646,317,65,22.22342509,22.22,22.22229339,22.22,22.222373,22.22,25.56,1543.726205,1884.999808,520.9025954,629.2637861,5980.214272,0.157184209,0.711759175
 05/01  09:00:00,1,6,199,815,289,65,22.22339006,22.22,22.22239201,22.22,22.22257911,22.22,25.56,2457.508566,2960.75959,1123.823997,616.8672115,8570.278892,0.225755207,0.700991238
 05/01  10:00:00,1,6,178,776,283,65,22.22326502,22.22,22.22238628,22.22,22.22251466,22.22,25.56,3180.264699,3582.335693,2746.843893,619.5071864,11551.77959,0.306587944,0.695671851
 05/01  11:00:00,1,6,155,816,308,65,22.22451353,22.22,22.22327053,22.22,22.22344494,22.22,25.56,4323.031874,4853.523928,3900.922762,636.7571865,15150.95669,0.409137872,0.684304433
 05/01  12:00:00,1,6,112,820,232,65,22.22453972,22.22,22.22334306,22.22,22.22348997,22.22,25.56,4921.272498,5627.534387,4315.373013,658.4296376,16966.33785,0.483311441,0.648287815
 05/01  13:00:00,1,6,130,819,261,65,22.22392808,22.22,22.22289183,22.22,22.22303193,22.22,25.56,4626.006816,6067.585488,4534.759952,674.3170019,17347.87029,0.502576393,0.637268973
 05/01  14:00:00,1,6,112,837,293,65,22.22404258,22.22,22.22295522,22.22,22.22309491,22.22,25.56,4350.423123,5630.974706,4477.659652,681.0722174,16582.37592,0.490595667,0.623989187
 05/01  15:00:00,1,6,112,831,279,65,22.22345152,22.22,22.22256031,22.22,22.22266156,22.22,25.56,4550.579394,5764.418216,4567.803368,685.3245297,17012.03019,0.514126387,0.610921593
 05/01  16:00:00,1,6,124,793,352,65,22.2232557,22.22,22.22242639,22.22,22.22254029,22.22,25.56,5166.927602,5823.411192,4856.62202,687.9079584,17982.51955,0.54828938,0.605506337
 05/01  17:00:00,1,6,132,804,352,65,22.22341958,22.22,22.22258175,22.22,22.2227143,22.22,25.56,7502.544453,6595.873214,5634.132513,691.0823675,21886.35212,0.676203613,0.597561646
 05/01  18:00:00,1,6,165,806,352,65,25.37859145,25.56,25.3649907,25.56,25.33345503,25.56,25.56,3102.210787,2280.497792,1488.31595,669.6656609,8746.811542,0.250596432,0.637213467
 05/01  19:00:00,1,6,163,377,263,65,25.55999825,25.56,25.55999513,25.56,25.55999693,25.56,25.56,3300.675045,1951.692319,1296.495414,726.9112911,8687.546249,0.249117638,0.64371353
 05/01  20:00:00,1,6,2,0,2,65,25.56083722,25.56,25.5602541,25.56,25.56015933,25.56,25.56,1590.79615,464.5332896,239.0684302,732.5842755,4422.290437,0.15,0.642734316
 05/01  21:00:00,1,6,112,521,134,65,25.56083867,25.56,25.56045573,25.56,25.56010765,25.56,25.56,1494.656687,727.1181277,122.7027578,727.6404708,4467.601235,0.15,0.650282924
 05/01  22:00:00,1,6,70,211,80,65,25.5607777,25.56,25.56023148,25.56,25.56008184,25.56,25.56,1256.522346,271.9614319,0,717.7110957,3544.873847,0.15,0.654303769
 05/01  23:00:00,1,6,33,0,0,65,25.56062124,25.56,25.56012197,25.56,25.56023258,25.56,25.56,995.7580727,0,0,709.6644117,2544.674957,0.15,0.655507871
 05/01  24:00:00,1,6,0,0,0,65,25.56043936,25.56,25.56016984,25.56,25.56036017,25.56,25.56,803.198722,0,0,707.5469079,2141.835993,0.15,0.668004687
 05/02  01:00:00,1,7,23,0,1,65,25.56036226,25.56,25.56019821,25.56,25.53360186,25.56,25.56,748.0224371,0,0,696.6352572,1973.278958,0.15,0.680136166
 05/02  02:00:00,1,7,0,0,0,65,25.5603392,25.56,25.56031431,25.56,25.38017462,25.56,25.56,559.6505556,0,0,690.8720782,1604.638759,0.15,0.676989597
 05/02  03:00:00,1,7,1,0,0,65,25.56022849,25.56,25.56039855,25.56,25.13386724,25.56,25.56,424.1429794,0,0,687.566034,1375.879369,0.15,0.673943061
 05/02  04:00:00,1,7,27,0,0,65,25.56019488,25.56,25.51293644,25.56,24.95765905,25.56,25.56,338.1310484,0,0,682.6440501,1218.596449,0.15,0.6686896
 05/02  05:00:00,1,7,0,0,0,65,25.56013324,25.56,25.42479705,25.56,24.76434782,25.56,25.56,221.0369522,0,0,679.5510328,1097.943616,0.15,0.661519825
 05/02  06:00:00,1,7,0,0,0,65,25.56014822,25.56,25.43093933,25.56,24.72896099,25.56,25.56,270.8263213,0,0,675.1105893,1143.468266,0.15,0.670741019
 05/02  07:00:00,1,7,22,0,1,65,22.27582153,22.22,22.26754894,22.22,22.23655009,22.22,25.56,3209.080045,2541.88895,1508.388142,677.562251,9351.253477,0.233574819,0.73408299
 05/02  08:00:00,1,7,188,318,231,65,22.22196804,22.22,22.22140979,22.22,22.22165341,22.22,25.56,2042.335332,2123.631008,857.5684463,659.4308929,7088.565794,0.17586943,0.744086505
 05/02  09:00:00,1,7,204,818,340,65,22.22303186,22.22,22.22222873,22.22,22.22251631,22.22,25.56,2987.285664,3454.733476,1664.551096,640.5869964,10164.63096,0.247565904,0.757791362
 05/02  10:00:00,1,7,203,822,291,65,22.22482394,22.22,22.22353584,22.22,22.22384969,22.22,25.56,4106.854143,4370.754866,3070.515548,637.5230649,13616.44535,0.329961124,0.761869348
 05/02  11:00:00,1,7,177,841,327,65,22.22579558,22.22,22.22429902,22.22,22.22458021,22.22,25.56,4620.591497,4835.986692,3564.581306,645.0076729,15102.70185,0.369595075,0.754450743
 05/02  12:00:00,1,7,151,839,288,65,22.22548872,22.22,22.2241302,22.22,22.22437352,22.22,25.56,4787.5846,5364.033156,3676.978743,651.8416241,15920.12807,0.397704985,0.739055435
 05/02  13:00:00,1,7,151,834,310,65,22.22499343,22.22,22.22376605,22.22,22.22397671,22.22,25.56,4496.933761,5505.907663,3805.900662,657.8729304,15906.2514,0.402811289,0.729013768
 05/02  14:00:00,1,7,151,820,302,65,22.22478456,22.22,22.22359632,22.22,22.22378777,22.22,25.56,4463.530664,5211.667113,3939.254658,661.7322751,15715.08318,0.401665636,0.722317313
 05/02  15:00:00,1,7,151,832,305,65,22.22073718,22.22,22.22060432,22.22,22.22058702,22.22,25.56,4318.450102,4681.052426,3558.545397,666.9823793,14659.8556,0.374791921,0.722129887
 05/02  16:00:00,1,7,204,780,327,65,25.23907237,25.56,25.34838396,25.56,25.2576605,25.56,25.56,1582.849245,1796.670171,963.8723567,592.2216854,6015.482546,0.144563606,0.760973977
 05/02  17:00:00,1,7,13,14,3,65,25.56058326,25.56,25.56044091,25.56,25.56028687,25.56,25.56,1769.22923,937.5029622,553.2794698,705.0731097,5364.028171,0.15,0.763686954
 05/02  18:00:00,1,7,0,0,0,65,25.56110089,25.56,25.56045898,25.56,25.56036595,25.56,25.56,2401.024144,734.189121,696.1622017,716.9376164,5949.516468,0.15,0.762363254
 05/02  19:00:00,1,7,0,0,0,65,25.56042269,25.56,25.56017002,25.56,25.56016595,25.56,25.56,2552.396967,598.1165152,508.5151572,725.4884628,5785.085784,0.155900391,0.758869186
 05/02  20:00:00,1,7,29,0,1,65,25.56070479,25.56,25.56011496,25.56,25.56008348,25.56,25.56,1368.758083,166.9007891,5.596398219,728.6209526,3593.370192,0.15,0.74556515
 05/02  21:00:00,1,7,102,502,133,65,25.56059853,25.56,25.56025163,25.56,25.56010798,25.56,25.56,1159.252592,429.5406111,0,725.5617445,3564.912074,0.15,0.740960063
