Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly) ,,NW,NE,SE,SW
 07/05  01:00:00,0,0,0,0,,0,0,0,0
 07/05  02:00:00,0,0,0,0,,0,0,0,0
 07/05  03:00:00,0,0,0,0,,0,0,0,0
 07/05  04:00:00,0,0,0,0,,0,0,0,0
 07/05  05:00:00,0,0,0,0,,0,0,0,0
 07/05  06:00:00,0,0.380496588,0.123635246,0,,0,0,0,0
 07/05  07:00:00,0,2.150830579,0.576435252,0,,0,0,0,0
 07/05  08:00:00,0,1.746583213,0.918355932,0,,0,0,0,0
 07/05  09:00:00,0,2.454699397,1.607734351,0,,0,0,0,0
 07/05  10:00:00,0,1.657616947,1.258307269,0,,0,0,0,0
 07/05  11:00:00,0,0.342176381,0.296500973,0,,0,0,0,0
 07/05  12:00:00,0,0.370447203,0.240095269,0,,0,0,0,0
 07/05  13:00:00,0.412624806,6.14E-03,8.31E-02,0.533951206,,0,0,0,0
 07/05  14:00:00,13.46709609,0,0,16.44163458,,0,0,0,0
 07/05  15:00:00,61.28427543,0,0,63.4406002,,1,0,0,1
 07/05  16:00:00,47.717383,0,0,37.48279343,,0,0,0,0
 07/05  17:00:00,30.4811521,0,0,19.75463949,,0,0,0,0
 07/05  18:00:00,22.5861485,0,0,12.24963093,,0,0,0,0
 07/05  19:00:00,8.188727067,0,0,3.651247887,,0,0,0,0
 07/05  20:00:00,0.468146873,0,0,0.172814698,,0,0,0,0
 07/05  21:00:00,0,0,0,0,,0,0,0,0
 07/05  22:00:00,0,0,0,0,,0,0,0,0
 07/05  23:00:00,0,0,0,0,,0,0,0,0
 07/05  24:00:00,0,0,0,0,,0,0,0,0
 07/06  01:00:00,0,0,0,0,,0,0,0,0
 07/06  02:00:00,0,0,0,0,,0,0,0,0
 07/06  03:00:00,0,0,0,0,,0,0,0,0
 07/06  04:00:00,0,0,0,0,,0,0,0,0
 07/06  05:00:00,0,0,0,0,,0,0,0,0
 07/06  06:00:00,0,10.37602957,3.373068787,0,,0,0,0,0
 07/06  07:00:00,0,120.0444253,33.5708088,0,,0,1,0,0
 07/06  08:00:00,0,337.9018916,177.5143591,0,,0,1,1,0
 07/06  09:00:00,0,285.1511827,186.1312029,0,,0,1,1,0
 07/06  10:00:00,0,194.2050792,148.2775098,0,,0,1,1,0
 07/06  11:00:00,0,75.74571626,66.32557763,0,,0,1,1,0
 07/06  12:00:00,0,11.58235093,7.507176966,0,,0,0,0,0
 07/06  13:00:00,0.393942998,1.94E-02,0.181148276,0.602722788,,0,0,0,0
 07/06  14:00:00,6.818332669,0,0,8.237572974,,0,0,0,0
 07/06  15:00:00,35.24670299,0,0,35.12974631,,0,0,0,0
 07/06  16:00:00,131.3868685,0,0,100.9385147,,1,0,0,1
 07/06  17:00:00,183.969159,0,0,118.1547951,,1,0,0,1
 07/06  18:00:00,218.3489362,0,0,117.994419,,1,0,0,1
 07/06  19:00:00,85.77092826,0,0,38.21600077,,1,0,0,0
 07/06  20:00:00,5.045582965,0,0,1.862558416,,0,0,0,0
 07/06  21:00:00,0,0,0,0,,0,0,0,0
 07/06  22:00:00,0,0,0,0,,0,0,0,0
 07/06  23:00:00,0,0,0,0,,0,0,0,0
 07/06  24:00:00,0,0,0,0,,0,0,0,0
 07/07  01:00:00,0,0,0,0,,0,0,0,0
 07/07  02:00:00,0,0,0,0,,0,0,0,0
 07/07  03:00:00,0,0,0,0,,0,0,0,0
 07/07  04:00:00,0,0,0,0,,0,0,0,0
 07/07  05:00:00,0,0,0,0,,0,0,0,0
 07/07  06:00:00,0,26.9155259,8.748054688,0,,0,0,0,0
 07/07  07:00:00,0,194.4854703,53.1227146,0,,0,1,1,0
 07/07  08:00:00,0,326.8191965,171.58258,0,,0,1,1,0
 07/07  09:00:00,0,290.1422664,188.7490567,0,,0,1,1,0
 07/07  10:00:00,0,135.0938647,103.2080823,0,,0,1,1,0
 07/07  11:00:00,0,70.76703002,61.96101392,0,,0,1,1,0
 07/07  12:00:00,0,13.73113786,8.899916807,0,,0,0,0,0
 07/07  13:00:00,0.652878817,2.68E-02,0.263275094,0.965431563,,0,0,0,0
 07/07  14:00:00,14.51623349,0,0,17.74445761,,0,0,0,0
 07/07  15:00:00,89.13749322,0,0,90.01656024,,1,0,0,1
 07/07  16:00:00,212.0770844,0,0,163.4339809,,1,0,0,1
 07/07  17:00:00,271.3675891,0,0,174.730133,,1,0,0,1
 07/07  18:00:00,263.1093269,0,0,142.3384783,,1,0,0,1
 07/07  19:00:00,112.2277678,0,0,49.88339944,,1,0,0,0
 07/07  20:00:00,6.762121499,0,0,2.49621231,,0,0,0,0
 07/07  21:00:00,0,0,0,0,,0,0,0,0
 07/07  22:00:00,0,0,0,0,,0,0,0,0
 07/07  23:00:00,0,0,0,0,,0,0,0,0
 07/07  24:00:00,0,0,0,0,,0,0,0,0
 07/08  01:00:00,0,0,0,0,,0,0,0,0
 07/08  02:00:00,0,0,0,0,,0,0,0,0
 07/08  03:00:00,0,0,0,0,,0,0,0,0
 07/08  04:00:00,0,0,0,0,,0,0,0,0
 07/08  05:00:00,0,0,0,0,,0,0,0,0
 07/08  06:00:00,0,27.45284482,8.928935015,0,,0,0,0,0
 07/08  07:00:00,0,175.198303,47.63458167,0,,0,1,0,0
 07/08  08:00:00,0,229.0225865,118.7451811,0,,0,1,1,0
 07/08  09:00:00,0,157.2794178,102.8807112,0,,0,1,1,0
 07/08  10:00:00,0,137.9092681,105.4174585,0,,0,1,1,0
 07/08  11:00:00,0,55.74965896,48.70752531,0,,0,1,0,0
 07/08  12:00:00,0,12.00080991,7.778392753,0,,0,0,0,0
 07/08  13:00:00,0.526762413,2.37E-02,0.230919292,0.796069542,,0,0,0,0
 07/08  14:00:00,9.899239503,0,0,12.01102413,,0,0,0,0
 07/08  15:00:00,52.6455163,0,0,52.9349441,,1,0,0,1
 07/08  16:00:00,162.735985,0,0,124.9002937,,1,0,0,1
 07/08  17:00:00,251.6430621,0,0,161.9207407,,1,0,0,1
 07/08  18:00:00,226.3494961,0,0,122.7399004,,1,0,0,1
 07/08  19:00:00,68.70760434,0,0,30.79207109,,1,0,0,0
 07/08  20:00:00,3.745174984,0,0,1.382517587,,0,0,0,0
 07/08  21:00:00,0,0,0,0,,0,0,0,0
 07/08  22:00:00,0,0,0,0,,0,0,0,0
 07/08  23:00:00,0,0,0,0,,0,0,0,0
 07/08  24:00:00,0,0,0,0,,0,0,0,0
 07/09  01:00:00,0,0,0,0,,0,0,0,0
 07/09  02:00:00,0,0,0,0,,0,0,0,0
 07/09  03:00:00,0,0,0,0,,0,0,0,0
 07/09  04:00:00,0,0,0,0,,0,0,0,0
 07/09  05:00:00,0,0,0,0,,0,0,0,0
 07/09  06:00:00,0,15.95664619,5.186385729,0,,0,0,0,0
 07/09  07:00:00,0,104.5975118,28.39391599,0,,0,1,0,0
 07/09  08:00:00,0,129.5774632,67.10583662,0,,0,1,1,0
 07/09  09:00:00,0,86.83398996,56.7829139,0,,0,1,1,0
 07/09  10:00:00,0,74.25326784,56.7202105,0,,0,1,1,0
 07/09  11:00:00,0,29.83554161,25.99739091,0,,0,0,0,0
 07/09  12:00:00,0,8.631236936,5.594378426,0,,0,0,0,0
 07/09  13:00:00,0.48738481,1.94E-02,0.195317835,0.719895114,,0,0,0,0
 07/09  14:00:00,11.19798165,0,0,13.73545808,,0,0,0,0
 07/09  15:00:00,64.63876364,0,0,66.25924393,,1,0,0,1
 07/09  16:00:00,104.2188176,0,0,79.68624498,,1,0,0,1
 07/09  17:00:00,268.3374521,0,0,172.2331286,,1,0,0,1
 07/09  18:00:00,230.9284594,0,0,125.4825298,,1,0,0,1
 07/09  19:00:00,47.28450822,0,0,21.48728559,,0,0,0,0
 07/09  20:00:00,1.976620131,0,0,0.72966206,,0,0,0,0
 07/09  21:00:00,0,0,0,0,,0,0,0,0
 07/09  22:00:00,0,0,0,0,,0,0,0,0
 07/09  23:00:00,0,0,0,0,,0,0,0,0
 07/09  24:00:00,0,0,0,0,,0,0,0,0
 07/10  01:00:00,0,0,0,0,,0,0,0,0
 07/10  02:00:00,0,0,0,0,,0,0,0,0
 07/10  03:00:00,0,0,0,0,,0,0,0,0
 07/10  04:00:00,0,0,0,0,,0,0,0,0
 07/10  05:00:00,0,0,0,0,,0,0,0,0
 07/10  06:00:00,0,9.741868585,3.167010044,0,,0,0,0,0
 07/10  07:00:00,0,62.41400644,16.93283666,0,,0,1,0,0
 07/10  08:00:00,0,75.14367005,38.8849238,0,,0,1,0,0
 07/10  09:00:00,0,61.49624882,40.60638851,0,,0,1,0,0
 07/10  10:00:00,0,83.95074218,64.1234596,0,,0,1,1,0
 07/10  11:00:00,0,30.49205762,26.463331,0,,0,0,0,0
 07/10  12:00:00,0,10.84874581,7.03169839,0,,0,0,0,0
 07/10  13:00:00,0.217892438,1.00E-02,4.72E-02,0.280908909,,0,0,0,0
 07/10  14:00:00,7.469054742,0,0,9.020438076,,0,0,0,0
 07/10  15:00:00,24.60244952,0,0,25.35137935,,0,0,0,0
 07/10  16:00:00,43.25270159,0,0,33.63243087,,0,0,0,0
 07/10  17:00:00,16.14469841,0,0,10.65398388,,0,0,0,0
 07/10  18:00:00,7.362504086,0,0,3.84060786,,0,0,0,0
 07/10  19:00:00,27.38126443,0,0,11.92709242,,0,0,0,0
 07/10  20:00:00,2.184685407,0,0,0.806468592,,0,0,0,0
 07/10  21:00:00,0,0,0,0,,0,0,0,0
 07/10  22:00:00,0,0,0,0,,0,0,0,0
 07/10  23:00:00,0,0,0,0,,0,0,0,0
 07/10  24:00:00,0,0,0,0,,0,0,0,0
 07/11  01:00:00,0,0,0,0,,0,0,0,0
 07/11  02:00:00,0,0,0,0,,0,0,0,0
 07/11  03:00:00,0,0,0,0,,0,0,0,0
 07/11  04:00:00,0,0,0,0,,0,0,0,0
 07/11  05:00:00,0,0,0,0,,0,0,0,0
 07/11  06:00:00,0,7.33205686,2.383986819,0,,0,0,0,0
 07/11  07:00:00,0,51.78972029,14.1516174,0,,0,1,0,0
 07/11  08:00:00,0,81.03150404,42.1532558,0,,0,1,0,0
 07/11  09:00:00,0,60.08102545,39.34730438,0,,0,1,0,0
 07/11  10:00:00,0,65.57272457,50.55002807,0,,0,1,1,0
 07/11  11:00:00,0,45.47650555,39.87258956,0,,0,0,0,0
 07/11  12:00:00,0,7.707936244,4.995947538,0,,0,0,0,0
 07/11  13:00:00,0.241424077,1.37E-02,0.130946861,0.388090014,,0,0,0,0
 07/11  14:00:00,4.258518593,0,0,5.301401129,,0,0,0,0
 07/11  15:00:00,40.27583604,0,0,40.58876032,,0,0,0,0
 07/11  16:00:00,74.5907831,0,0,57.86731896,,1,0,0,1
 07/11  17:00:00,51.58732155,0,0,33.53375443,,1,0,0,0
 07/11  18:00:00,28.67588779,0,0,15.60729244,,0,0,0,0
 07/11  19:00:00,9.319974679,0,0,4.161416986,,0,0,0,0
 07/11  20:00:00,0.520163192,0,0,0.192016332,,0,0,0,0
 07/11  21:00:00,0,0,0,0,,0,0,0,0
 07/11  22:00:00,0,0,0,0,,0,0,0,0
 07/11  23:00:00,0,0,0,0,,0,0,0,0
 07/11  24:00:00,0,0,0,0,,0,0,0,0
 07/12  01:00:00,0,0,0,0,,0,0,0,0
 07/12  02:00:00,0,0,0,0,,0,0,0,0
 07/12  03:00:00,0,0,0,0,,0,0,0,0
 07/12  04:00:00,0,0,0,0,,0,0,0,0
 07/12  05:00:00,0,0,0,0,,0,0,0,0
 07/12  06:00:00,0,15.95664619,5.186385729,0,,0,0,0,0
 07/12  07:00:00,0,91.7693723,24.67280767,0,,0,1,0,0
 07/12  08:00:00,0,75.65969628,39.09172855,0,,0,1,0,0
 07/12  09:00:00,0,75.42398163,49.77902009,0,,0,1,0,0
 07/12  10:00:00,0,111.316573,85.69136283,0,,0,1,1,0
 07/12  11:00:00,0,67.64871057,59.29072084,0,,0,1,1,0
 07/12  12:00:00,0,11.07407521,7.177744493,0,,0,0,0,0
 07/12  13:00:00,0.344958846,1.41E-02,0.112783677,0.483868532,,0,0,0,0
 07/12  14:00:00,9.646083585,0,0,11.77309784,,0,0,0,0
 07/12  15:00:00,49.2301208,0,0,50.33214008,,0,0,0,1
 07/12  16:00:00,73.31504035,0,0,57.07044724,,1,0,0,1
 07/12  17:00:00,51.87431711,0,0,33.26972559,,1,0,0,0
 07/12  18:00:00,95.11884914,0,0,51.36631687,,1,0,0,1
 07/12  19:00:00,20.01045396,0,0,9.124468539,,0,0,0,0
 07/12  20:00:00,0.780244788,0,0,0.288024497,,0,0,0,0
 07/12  21:00:00,0,0,0,0,,0,0,0,0
 07/12  22:00:00,0,0,0,0,,0,0,0,0
 07/12  23:00:00,0,0,0,0,,0,0,0,0
 07/12  24:00:00,0,0,0,0,,0,0,0,0
 07/13  01:00:00,0,0,0,0,,0,0,0,0
 07/13  02:00:00,0,0,0,0,,0,0,0,0
 07/13  03:00:00,0,0,0,0,,0,0,0,0
 07/13  04:00:00,0,0,0,0,,0,0,0,0
 07/13  05:00:00,0,0,0,0,,0,0,0,0
 07/13  06:00:00,0,0,0,0,,0,0,0,0
 07/13  07:00:00,0,0.528995444,0.153447766,0,,0,0,0,0
 07/13  08:00:00,0,23.5782833,13.61578819,0,,0,0,0,0
 07/13  09:00:00,0,87.9062331,57.44493483,0,,0,1,1,0
 07/13  10:00:00,0,38.44149339,29.05010456,0,,0,0,0,0
 07/13  11:00:00,0,4.824381982,4.208888368,0,,0,0,0,0
 07/13  12:00:00,0,0.343702367,0.222762979,0,,0,0,0,0
 07/13  13:00:00,0.184745061,5.14E-03,6.85E-02,0.268728488,,0,0,0,0
 07/13  14:00:00,3.529993815,0,0,4.25057492,,0,0,0,0
 07/13  15:00:00,9.814202445,0,0,10.28647122,,0,0,0,0
 07/13  16:00:00,13.51548918,0,0,10.31325637,,0,0,0,0
 07/13  17:00:00,34.32388137,0,0,22.17993575,,0,0,0,0
 07/13  18:00:00,6.64526695,0,0,3.728228273,,0,0,0,0
 07/13  19:00:00,2.80731679,0,0,1.23009536,,0,0,0,0
 07/13  20:00:00,0.208065277,0,0,7.68E-02,,0,0,0,0
 07/13  21:00:00,0,0,0,0,,0,0,0,0
 07/13  22:00:00,0,0,0,0,,0,0,0,0
 07/13  23:00:00,0,0,0,0,,0,0,0,0
 07/13  24:00:00,0,0,0,0,,0,0,0,0
 07/14  01:00:00,0,0,0,0,,0,0,0,0
 07/14  02:00:00,0,0,0,0,,0,0,0,0
 07/14  03:00:00,0,0,0,0,,0,0,0,0
 07/14  04:00:00,0,0,0,0,,0,0,0,0
 07/14  05:00:00,0,0,0,0,,0,0,0,0
 07/14  06:00:00,0,11.13702274,3.62033928,0,,0,0,0,0
 07/14  07:00:00,0,78.45573166,21.41208564,0,,0,1,0,0
 07/14  08:00:00,0,114.9586505,59.55612134,0,,0,1,1,0
 07/14  09:00:00,0,78.45667073,51.55505086,0,,0,1,1,0
 07/14  10:00:00,0,97.28575647,74.64561992,0,,0,1,1,0
 07/14  11:00:00,0,51.48703602,44.94452146,0,,0,1,0,0
 07/14  12:00:00,0,13.02804729,8.444228965,0,,0,0,0,0
 07/14  13:00:00,0.121510106,1.33E-02,7.82E-02,0.203484739,,0,0,0,0
 07/14  14:00:00,1.644445316,0,0,1.953396155,,0,0,0,0
 07/14  15:00:00,1.750453337,0,0,1.929164918,,0,0,0,0
 07/14  16:00:00,2.707156819,0,0,2.076798305,,0,0,0,0
 07/14  17:00:00,4.867564829,0,0,3.135007239,,0,0,0,0
 07/14  18:00:00,3.523413901,0,0,1.911522908,,0,0,0,0
 07/14  19:00:00,1.644132707,0,0,0.728529025,,0,0,0,0
 07/14  20:00:00,0.104032638,0,0,3.84E-02,,0,0,0,0
 07/14  21:00:00,0,0,0,0,,0,0,0,0
 07/14  22:00:00,0,0,0,0,,0,0,0,0
 07/14  23:00:00,0,0,0,0,,0,0,0,0
 07/14  24:00:00,0,0,0,0,,0,0,0,0
 07/15  01:00:00,0,0,0,0,,0,0,0,0
 07/15  02:00:00,0,0,0,0,,0,0,0,0
 07/15  03:00:00,0,0,0,0,,0,0,0,0
 07/15  04:00:00,0,0,0,0,,0,0,0,0
 07/15  05:00:00,0,0,0,0,,0,0,0,0
 07/15  06:00:00,0,0.126832196,4.12E-02,0,,0,0,0,0
 07/15  07:00:00,0,0.893275341,0.243294339,0,,0,0,0,0
 07/15  08:00:00,0,3.942503376,2.219478794,0,,0,0,0,0
 07/15  09:00:00,0,14.73981514,9.729745507,0,,0,0,0,0
 07/15  10:00:00,0,19.84487527,15.30470443,0,,0,0,0,0
 07/15  11:00:00,0,15.05665724,13.14943301,0,,0,0,0,0
 07/15  12:00:00,0,4.709843591,3.052689236,0,,0,0,0,0
 07/15  13:00:00,0.57684115,1.91E-02,0.223936599,0.84727039,,0,0,0,0
 07/15  14:00:00,12.35770768,0,0,15.08342662,,0,0,0,0
 07/15  15:00:00,68.82530527,0,0,69.93851888,,1,0,0,1
 07/15  16:00:00,150.9108495,0,0,115.8960723,,1,0,0,1
 07/15  17:00:00,231.472545,0,0,149.8323225,,1,0,0,1
 07/15  18:00:00,65.1372554,0,0,35.9972938,,1,0,0,0
 07/15  19:00:00,27.4644734,0,0,12.10840197,,0,0,0,0
 07/15  20:00:00,1.872587492,0,0,0.691258793,,0,0,0,0
 07/15  21:00:00,0,0,0,0,,0,0,0,0
 07/15  22:00:00,0,0,0,0,,0,0,0,0
 07/15  23:00:00,0,0,0,0,,0,0,0,0
 07/15  24:00:00,0,0,0,0,,0,0,0,0
 07/16  01:00:00,0,0,0,0,,0,0,0,0
 07/16  02:00:00,0,0,0,0,,0,0,0,0
 07/16  03:00:00,0,0,0,0,,0,0,0,0
 07/16  04:00:00,0,0,0,0,,0,0,0,0
 07/16  05:00:00,0,0,0,0,,0,0,0,0
 07/16  06:00:00,0,17.93465049,5.828315136,0,,0,0,0,0
 07/16  07:00:00,0,132.6701569,36.26861409,0,,0,1,0,0
 07/16  08:00:00,0,234.3737061,123.3954772,0,,0,1,1,0
 07/16  09:00:00,0,251.447722,164.5815981,0,,0,1,1,0
 07/16  10:00:00,0,187.2023473,142.6239118,0,,0,1,1,0
 07/16  11:00:00,0,57.61584598,50.28136383,0,,0,1,1,0
 07/16  12:00:00,0,12.16221714,7.883007413,0,,0,0,0,0
 07/16  13:00:00,0.599006448,2.50E-02,0.246881956,0.890838419,,0,0,0,0
 07/16  14:00:00,12.97406287,0,0,15.85995075,,0,0,0,0
 07/16  15:00:00,74.03768136,0,0,75.34969761,,1,0,0,1
 07/16  16:00:00,135.9549803,0,0,105.012525,,1,0,0,1
 07/16  17:00:00,149.1484782,0,0,96.74026722,,1,0,0,1
 07/16  18:00:00,50.97332748,0,0,27.8030788,,1,0,0,0
 07/16  19:00:00,51.14523074,0,0,22.38389689,,1,0,0,0
 07/16  20:00:00,3.849207623,0,0,1.420920853,,0,0,0,0
 07/16  21:00:00,0,0,0,0,,0,0,0,0
 07/16  22:00:00,0,0,0,0,,0,0,0,0
 07/16  23:00:00,0,0,0,0,,0,0,0,0
 07/16  24:00:00,0,0,0,0,,0,0,0,0
 07/17  01:00:00,0,0,0,0,,0,0,0,0
 07/17  02:00:00,0,0,0,0,,0,0,0,0
 07/17  03:00:00,0,0,0,0,,0,0,0,0
 07/17  04:00:00,0,0,0,0,,0,0,0,0
 07/17  05:00:00,0,0,0,0,,0,0,0,0
 07/17  06:00:00,0,4.058630275,1.318775958,0,,0,0,0,0
 07/17  07:00:00,0,36.91648915,10.20222117,0,,0,0,0,0
 07/17  08:00:00,0,76.88561212,40.03293718,0,,0,1,0,0
 07/17  09:00:00,0,40.39861964,26.06902568,0,,0,0,0,0
 07/17  10:00:00,0,5.08336752,3.77120286,0,,0,0,0,0
 07/17  11:00:00,0,0.582036956,0.506545408,0,,0,0,0,0
 07/17  12:00:00,0,0.131587727,8.53E-02,0,,0,0,0,0
 07/17  13:00:00,2.03E-03,1.74E-04,1.31E-03,3.43E-03,,0,0,0,0
 07/17  14:00:00,1.398683881,0,0,1.872936902,,0,0,0,0
 07/17  15:00:00,26.58558576,0,0,27.08303611,,0,0,0,0
 07/17  16:00:00,32.58315131,0,0,24.78888527,,0,0,0,0
 07/17  17:00:00,102.4713199,0,0,66.17726819,,1,0,0,1
 07/17  18:00:00,18.96991794,0,0,10.63554173,,0,0,0,0
 07/17  19:00:00,13.34951449,0,0,5.826244389,,0,0,0,0
 07/17  20:00:00,1.040326384,0,0,0.384032663,,0,0,0,0
 07/17  21:00:00,0,0,0,0,,0,0,0,0
 07/17  22:00:00,0,0,0,0,,0,0,0,0
 07/17  23:00:00,0,0,0,0,,0,0,0,0
 07/17  24:00:00,0,0,0,0,,0,0,0,0
 07/18  01:00:00,0,0,0,0,,0,0,0,0
 07/18  02:00:00,0,0,0,0,,0,0,0,0
 07/18  03:00:00,0,0,0,0,,0,0,0,0
 07/18  04:00:00,0,0,0,0,,0,0,0,0
 07/18  05:00:00,0,0,0,0,,0,0,0,0
 07/18  06:00:00,0,14.07837377,4.574504103,0,,0,0,0,0
 07/18  07:00:00,0,98.75681626,26.89058584,0,,0,1,0,0
 07/18  08:00:00,0,161.5863253,85.40433656,0,,0,1,1,0
 07/18  09:00:00,0,182.9850573,119.3170681,0,,0,1,1,0
 07/18  10:00:00,0,106.6229164,81.77854458,0,,0,1,1,0
 07/18  11:00:00,0,64.90909666,56.92758075,0,,0,1,1,0
 07/18  12:00:00,0,10.2946086,6.672512432,0,,0,0,0,0
 07/18  13:00:00,0.515294355,2.00E-02,0.200301451,0.755236089,,0,0,0,0
 07/18  14:00:00,11.77944998,0,0,14.39408655,,0,0,0,0
 07/18  15:00:00,67.327912,0,0,68.39704978,,1,0,0,1
 07/18  16:00:00,137.5277006,0,0,105.9957186,,1,0,0,1
 07/18  17:00:00,200.8819891,0,0,128.9809789,,1,0,0,1
 07/18  18:00:00,222.867267,0,0,120.7680331,,1,0,0,1
 07/18  19:00:00,47.25690796,0,0,21.49592424,,0,0,0,0
 07/18  20:00:00,1.768554854,0,0,0.652855527,,0,0,0,0
 07/18  21:00:00,0,0,0,0,,0,0,0,0
 07/18  22:00:00,0,0,0,0,,0,0,0,0
 07/18  23:00:00,0,0,0,0,,0,0,0,0
 07/18  24:00:00,0,0,0,0,,0,0,0,0
 07/19  01:00:00,0,0,0,0,,0,0,0,0
 07/19  02:00:00,0,0,0,0,,0,0,0,0
 07/19  03:00:00,0,0,0,0,,0,0,0,0
 07/19  04:00:00,0,0,0,0,,0,0,0,0
 07/19  05:00:00,0,0,0,0,,0,0,0,0
 07/19  06:00:00,0,3.55130149,1.153928963,0,,0,0,0,0
 07/19  07:00:00,0,40.61707514,11.33895059,0,,0,0,0,0
 07/19  08:00:00,0,113.3663525,59.68890446,0,,0,1,1,0
 07/19  09:00:00,0,98.12654502,63.8728763,0,,0,1,1,0
 07/19  10:00:00,0,55.25520489,42.41794384,0,,0,1,0,0
 07/19  11:00:00,0,37.58418673,32.88389065,0,,0,0,0,0
 07/19  12:00:00,0,8.389987788,5.438031252,0,,0,0,0,0
 07/19  13:00:00,0.162487737,1.07E-02,8.10E-02,0.25313571,,0,0,0,0
 07/19  14:00:00,2.928264769,0,0,3.544962059,,0,0,0,0
 07/19  15:00:00,10.85124529,0,0,11.26024854,,0,0,0,0
 07/19  16:00:00,25.40897465,0,0,19.05076901,,0,0,0,0
 07/19  17:00:00,105.6386609,0,0,67.91901987,,1,0,0,1
 07/19  18:00:00,59.8906308,0,0,32.74146902,,1,0,0,0
 07/19  19:00:00,9.741884369,0,0,4.455213968,,0,0,0,0
 07/19  20:00:00,0.312097915,0,0,0.115209799,,0,0,0,0
 07/19  21:00:00,0,0,0,0,,0,0,0,0
 07/19  22:00:00,0,0,0,0,,0,0,0,0
 07/19  23:00:00,0,0,0,0,,0,0,0,0
 07/19  24:00:00,0,0,0,0,,0,0,0,0
 07/20  01:00:00,0,0,0,0,,0,0,0,0
 07/20  02:00:00,0,0,0,0,,0,0,0,0
 07/20  03:00:00,0,0,0,0,,0,0,0,0
 07/20  04:00:00,0,0,0,0,,0,0,0,0
 07/20  05:00:00,0,0,0,0,,0,0,0,0
 07/20  06:00:00,0,31.4381505,13.68954947,0,,0,0,0,0
 07/20  07:00:00,0,180.6119476,67.74687002,0,,0,1,1,0
 07/20  08:00:00,0,172.194783,104.3200263,0,,0,1,1,0
 07/20  09:00:00,0,204.1104641,160.8526209,0,,0,1,1,0
 07/20  10:00:00,0,148.9708595,146.5638086,0,,0,1,1,0
 07/20  11:00:00,0,78.07697294,104.4273553,0,,0,1,1,0
 07/20  12:00:00,0,10.67565092,9.946693776,4.16E-02,,0,0,0,0
 07/20  13:00:00,9.39E-02,0,1.219989456,1.322968318,,0,0,0,0
 07/20  14:00:00,13.86315208,0,0,27.70465269,,0,0,0,0
 07/20  15:00:00,79.11804419,0,0,124.3612718,,1,0,0,1
 07/20  16:00:00,170.05462,0,0,167.8689295,,1,0,0,1
 07/20  17:00:00,188.8931572,0,0,145.3266939,,1,0,0,1
 07/20  18:00:00,259.132812,0,0,163.8753549,,1,0,0,1
 07/20  19:00:00,115.9445113,0,0,60.33179866,,1,0,0,1
 07/20  20:00:00,0,0,0,0,,0,0,0,0
 07/20  21:00:00,0,0,0,0,,0,0,0,0
 07/20  22:00:00,0,0,0,0,,0,0,0,0
 07/20  23:00:00,0,0,0,0,,0,0,0,0
 07/20  24:00:00,0,0,0,0,,0,0,0,0
 07/21  01:00:00,0,0,0,0,,0,0,0,0
 07/21  02:00:00,0,0,0,0,,0,0,0,0
 07/21  03:00:00,0,0,0,0,,0,0,0,0
 07/21  04:00:00,0,0,0,0,,0,0,0,0
 07/21  05:00:00,0,0,0,0,,0,0,0,0
 07/21  06:00:00,0,26.45243522,11.51776176,0,,0,0,0,0
 07/21  07:00:00,0,144.9088203,54.49160099,0,,0,1,1,0
 07/21  08:00:00,0,115.4308887,70.49070821,0,,0,1,1,0
 07/21  09:00:00,0,183.8730537,145.4591452,0,,0,1,1,0
 07/21  10:00:00,0,154.6879201,151.833021,0,,0,1,1,0
 07/21  11:00:00,0,71.76599425,96.12874667,0,,0,1,1,0
 07/21  12:00:00,0,12.7072408,11.63183958,6.13E-02,,0,0,0,0
 07/21  13:00:00,0.108121484,0,1.930811058,2.04914434,,0,0,0,0
 07/21  14:00:00,10.88946252,0,0,21.28322384,,0,0,0,0
 07/21  15:00:00,53.66526902,0,0,83.72121072,,1,0,0,1
 07/21  16:00:00,138.7003521,0,0,136.9957465,,1,0,0,1
 07/21  17:00:00,126.6830352,0,0,97.31369078,,1,0,0,1
 07/21  18:00:00,214.1588687,0,0,135.4599038,,1,0,0,1
 07/21  19:00:00,68.32102977,0,0,35.89630365,,1,0,0,0
 07/21  20:00:00,0,0,0,0,,0,0,0,0
 07/21  21:00:00,0,0,0,0,,0,0,0,0
 07/21  22:00:00,0,0,0,0,,0,0,0,0
 07/21  23:00:00,0,0,0,0,,0,0,0,0
 07/21  24:00:00,0,0,0,0,,0,0,0,0
 07/22  01:00:00,0,0,0,0,,0,0,0,0
 07/22  02:00:00,0,0,0,0,,0,0,0,0
 07/22  03:00:00,0,0,0,0,,0,0,0,0
 07/22  04:00:00,0,0,0,0,,0,0,0,0
 07/22  05:00:00,0,0,0,0,,0,0,0,0
