"If incident beam > 100, viewglass no",,,,,,,,
Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),,,,
 06/19  08:00:00,0,153.4994357,80.44872402,0,0,1,1,0
 06/19  09:00:00,0,250.6205544,156.1193587,0,0,1,1,0
 06/19  10:00:00,0,192.8316647,136.9482228,0,0,1,1,0
 06/19  11:00:00,0,75.20463915,57.15214149,0,0,1,1,0
 06/19  12:00:00,0,12.77764405,8.282033014,0,0,0,0,0
 06/19  13:00:00,1.203304872,3.02E-02,0.121757382,1.428542667,0,0,0,0
 06/19  14:00:00,19.02864282,0,0,21.83232674,0,0,0,0
 06/19  15:00:00,125.5487376,0,0,108.8581776,1,0,0,1
 06/19  16:00:00,264.8354296,0,0,188.2034693,1,0,0,1
 06/19  17:00:00,297.5906217,0,0,179.7421428,1,0,0,1
 06/19  18:00:00,320.8810527,0,0,162.9565536,1,0,0,1
 06/19  19:00:00,212.7381982,0,0,88.08186952,1,0,0,1
 06/19  20:00:00,14.3913949,0,0,4.942217144,0,0,0,0
 06/19  21:00:00,0,0,0,0,0,0,0,0
 06/19  22:00:00,0,0,0,0,0,0,0,0
 06/19  23:00:00,0,0,0,0,0,0,0,0
 06/19  24:00:00,0,0,0,0,0,0,0,0
 06/20  01:00:00,0,0,0,0,0,0,0,0
 06/20  02:00:00,0,0,0,0,0,0,0,0
 06/20  03:00:00,0,0,0,0,0,0,0,0
 06/20  04:00:00,0,0,0,0,0,0,0,0
 06/20  05:00:00,0,0,0,0,0,0,0,0
 06/20  06:00:00,0,0,0,0,0,0,0,0
 06/20  07:00:00,0,26.01031455,7.831276046,0,0,0,0,0
 06/20  08:00:00,0,154.9313376,81.16604157,0,0,1,1,0
 06/20  09:00:00,0,250.3114867,155.9220902,0,0,1,1,0
 06/20  10:00:00,0,192.449311,136.6744386,0,0,1,1,0
 06/20  11:00:00,0,74.91139913,56.92888874,0,0,1,1,0
 06/20  12:00:00,0,12.73306742,8.25314005,0,0,0,0,0
 06/20  13:00:00,1.196731415,3.00E-02,0.120723486,1.420406612,0,0,0,0
 06/20  14:00:00,18.98910669,0,0,21.78589203,0,0,0,0
 06/20  15:00:00,115.9652639,0,0,101.0489259,1,0,0,1
 06/20  16:00:00,197.7038395,0,0,140.452171,1,0,0,1
 06/20  17:00:00,260.7527145,0,0,157.5313969,1,0,0,1
 06/20  18:00:00,242.0113281,0,0,122.9042818,1,0,0,1
 06/20  19:00:00,188.2389971,0,0,77.73839463,1,0,0,1
 06/20  20:00:00,13.1833581,0,0,4.527359501,0,0,0,0
 06/20  21:00:00,0,0,0,0,0,0,0,0
 06/20  22:00:00,0,0,0,0,0,0,0,0
 06/20  23:00:00,0,0,0,0,0,0,0,0
 06/20  24:00:00,0,0,0,0,0,0,0,0
 06/21  01:00:00,0,0,0,0,0,0,0,0
 06/21  02:00:00,0,0,0,0,0,0,0,0
 06/21  03:00:00,0,0,0,0,0,0,0,0
 06/21  04:00:00,0,0,0,0,0,0,0,0
 06/21  05:00:00,0,0,0,0,0,0,0,0
 06/21  06:00:00,0,0,0,0,0,0,0,0
 06/21  07:00:00,0,26.273045,7.910379845,0,0,0,0,0
 06/21  08:00:00,0,155.2249772,81.27428289,0,0,1,1,0
 06/21  09:00:00,0,247.7641937,154.345435,0,0,1,1,0
 06/21  10:00:00,0,191.9901063,136.3472757,0,0,1,1,0
 06/21  11:00:00,0,74.27175922,56.44741933,0,0,1,1,0
 06/21  12:00:00,0,12.51095784,8.109176733,0,0,0,0,0
 06/21  13:00:00,1.12606026,2.89E-02,0.115927791,1.338392178,0,0,0,0
 06/21  14:00:00,16.60699598,0,0,19.01523042,0,0,0,0
 06/21  15:00:00,85.0530992,0,0,74.38529893,1,0,0,1
 06/21  16:00:00,129.3464608,0,0,91.93074713,1,0,0,1
 06/21  17:00:00,181.3459459,0,0,109.3916815,1,0,0,1
 06/21  18:00:00,185.5244966,0,0,94.30245134,1,0,0,1
 06/21  19:00:00,119.2815517,0,0,49.40192947,1,0,0,0
 06/21  20:00:00,8.036070875,0,0,2.759705194,0,0,0,0
 06/21  21:00:00,0,0,0,0,0,0,0,0
 06/21  22:00:00,0,0,0,0,0,0,0,0
 06/21  23:00:00,0,0,0,0,0,0,0,0
 06/21  24:00:00,0,0,0,0,0,0,0,0
 06/22  01:00:00,0,0,0,0,0,0,0,0
 06/22  02:00:00,0,0,0,0,0,0,0,0
 06/22  03:00:00,0,0,0,0,0,0,0,0
 06/22  04:00:00,0,0,0,0,0,0,0,0
 06/22  05:00:00,0,0,0,0,0,0,0,0
 06/22  06:00:00,0,0,0,0,0,0,0,0
 06/22  07:00:00,0,25.87894932,7.791724147,0,0,0,0,0
 06/22  08:00:00,0,153.7930753,80.55696533,0,0,1,1,0
 06/22  09:00:00,0,247.4874789,154.1620541,0,0,1,1,0
 06/22  10:00:00,0,190.2058807,135.0770358,0,0,1,1,0
 06/22  11:00:00,0,73.74976046,56.04646446,0,0,1,1,0
 06/22  12:00:00,0,12.50369082,8.104466565,0,0,0,0,0
 06/22  13:00:00,1.154691725,2.88E-02,0.114966678,1.369109046,0,0,0,0
 06/22  14:00:00,18.52590037,0,0,21.24620705,0,0,0,0
 06/22  15:00:00,105.1180618,0,0,91.90750491,1,0,0,1
 06/22  16:00:00,147.2754958,0,0,104.7886788,1,0,0,1
 06/22  17:00:00,196.7281601,0,0,118.788173,1,0,0,1
 06/22  18:00:00,187.8001556,0,0,95.39236282,1,0,0,1
 06/22  19:00:00,139.875135,0,0,57.80053123,1,0,0,1
 06/22  20:00:00,9.716817725,0,0,3.336898437,0,0,0,0
 06/22  21:00:00,0,0,0,0,0,0,0,0
 06/22  22:00:00,0,0,0,0,0,0,0,0
 06/22  23:00:00,0,0,0,0,0,0,0,0
 06/22  24:00:00,0,0,0,0,0,0,0,0
 06/23  01:00:00,0,0,0,0,0,0,0,0
 06/23  02:00:00,0,0,0,0,0,0,0,0
 06/23  03:00:00,0,0,0,0,0,0,0,0
 06/23  04:00:00,0,0,0,0,0,0,0,0
 06/23  05:00:00,0,0,0,0,0,0,0,0
 06/23  06:00:00,0,0,0,0,0,0,0,0
 06/23  07:00:00,0,25.09075797,7.554412752,0,0,0,0,0
 06/23  08:00:00,0,151.4510834,79.4144121,0,0,1,1,0
 06/23  09:00:00,0,251.237294,156.5314158,0,0,1,1,0
 06/23  10:00:00,0,195.770522,139.0414678,0,0,1,1,0
 06/23  11:00:00,0,76.36955882,58.03522746,0,0,1,1,0
 06/23  12:00:00,0,13.01292956,8.434537225,0,0,0,0,0
 06/23  13:00:00,1.21112324,3.05E-02,0.122660102,1.437866374,0,0,0,0
 06/23  14:00:00,18.21722573,0,0,20.86136121,0,0,0,0
 06/23  15:00:00,105.4201324,0,0,91.45951801,1,0,0,1
 06/23  16:00:00,242.6299288,0,0,172.0018214,1,0,0,1
 06/23  17:00:00,322.8634475,0,0,195.1151062,1,0,0,1
 06/23  18:00:00,288.073204,0,0,146.4969384,1,0,0,1
 06/23  19:00:00,199.6398883,0,0,82.5682398,1,0,0,1
 06/23  20:00:00,13.70859149,0,0,4.707732389,0,0,0,0
 06/23  21:00:00,0,0,0,0,0,0,0,0
 06/23  22:00:00,0,0,0,0,0,0,0,0
 06/23  23:00:00,0,0,0,0,0,0,0,0
 06/23  24:00:00,0,0,0,0,0,0,0,0
 06/24  01:00:00,0,0,0,0,0,0,0,0
 06/24  02:00:00,0,0,0,0,0,0,0,0
 06/24  03:00:00,0,0,0,0,0,0,0,0
 06/24  04:00:00,0,0,0,0,0,0,0,0
 06/24  05:00:00,0,0,0,0,0,0,0,0
 06/24  06:00:00,0,0,0,0,0,0,0,0
 06/24  07:00:00,0,26.66714067,8.029035542,0,0,0,0,0
 06/24  08:00:00,0,158.8484889,83.21834438,0,0,1,1,0
 06/24  09:00:00,0,256.9177513,160.0443402,0,0,1,1,0
 06/24  10:00:00,0,198.190366,140.7505845,0,0,1,1,0
 06/24  11:00:00,0,77.33857476,58.74909957,0,0,1,1,0
 06/24  12:00:00,0,13.61856815,8.827091799,0,0,0,0,0
 06/24  13:00:00,1.21112324,3.11E-02,0.12365479,1.438493954,0,0,0,0
 06/24  14:00:00,19.15294791,0,0,21.9738978,0,0,0,0
 06/24  15:00:00,120.5630277,0,0,104.8405076,1,0,0,1
 06/24  16:00:00,231.287748,0,0,164.1468095,1,0,0,1
 06/24  17:00:00,310.4467463,0,0,187.538622,1,0,0,1
 06/24  18:00:00,281.7593784,0,0,143.3448096,1,0,0,1
 06/24  19:00:00,182.960448,0,0,75.74448299,1,0,0,1
 06/24  20:00:00,12.39550802,0,0,4.256800168,0,0,0,0
 06/24  21:00:00,0,0,0,0,0,0,0,0
 06/24  22:00:00,0,0,0,0,0,0,0,0
 06/24  23:00:00,0,0,0,0,0,0,0,0
 06/24  24:00:00,0,0,0,0,0,0,0,0
 06/25  01:00:00,0,0,0,0,0,0,0,0
 06/25  02:00:00,0,0,0,0,0,0,0,0
 06/25  03:00:00,0,0,0,0,0,0,0,0
 06/25  04:00:00,0,0,0,0,0,0,0,0
 06/25  05:00:00,0,0,0,0,0,0,0,0
 06/25  06:00:00,0,0,0,0,0,0,0,0
 06/25  07:00:00,0,23.77710572,7.158893759,0,0,0,0,0
 06/25  08:00:00,0,131.3020208,68.41667391,0,0,1,1,0
 06/25  09:00:00,0,167.6464618,103.9744614,0,0,1,1,0
 06/25  10:00:00,0,84.5699969,59.92927523,0,0,1,1,0
 06/25  11:00:00,0,31.86958202,24.22447885,0,0,0,0,0
 06/25  12:00:00,0,5.222322255,3.384933077,0,0,0,0,0
 06/25  13:00:00,0.447263045,1.03E-02,3.92E-02,0.525533716,0,0,0,0
 06/25  14:00:00,8.428732994,0,0,9.665667978,0,0,0,0
 06/25  15:00:00,52.18838157,0,0,45.29222509,1,0,0,0
 06/25  16:00:00,122.3922372,0,0,86.52632825,1,0,0,1
 06/25  17:00:00,209.8713344,0,0,126.5518886,1,0,0,1
 06/25  18:00:00,203.4604114,0,0,103.4917446,1,0,0,1
 06/25  19:00:00,128.7915138,0,0,53.34522925,1,0,0,1
 06/25  20:00:00,8.666350944,0,0,2.97615266,0,0,0,0
 06/25  21:00:00,0,0,0,0,0,0,0,0
 06/25  22:00:00,0,0,0,0,0,0,0,0
 06/25  23:00:00,0,0,0,0,0,0,0,0
 06/25  24:00:00,0,0,0,0,0,0,0,0
 06/26  01:00:00,0,0,0,0,0,0,0,0
 06/26  02:00:00,0,0,0,0,0,0,0,0
 06/26  03:00:00,0,0,0,0,0,0,0,0
 06/26  04:00:00,0,0,0,0,0,0,0,0
 06/26  05:00:00,0,0,0,0,0,0,0,0
 06/26  06:00:00,0,0,0,0,0,0,0,0
 06/26  07:00:00,0,25.61621887,7.712620348,0,0,0,0,0
 06/26  08:00:00,0,151.9340001,79.57247835,0,0,1,1,0
 06/26  09:00:00,0,244.1544276,152.0981307,0,0,1,1,0
 06/26  10:00:00,0,189.304949,134.4475415,0,0,1,1,0
 06/26  11:00:00,0,73.87433337,56.13605968,0,0,1,1,0
 06/26  12:00:00,0,12.63666289,8.190654251,0,0,0,0,0
 06/26  13:00:00,1.167423669,2.93E-02,0.117272279,1.385107725,0,0,0,0
 06/26  14:00:00,18.74804573,0,0,21.51106822,0,0,0,0
 06/26  15:00:00,101.6361023,0,0,89.36856844,1,0,0,1
 06/26  16:00:00,83.63289801,0,0,59.7690125,1,0,0,1
 06/26  17:00:00,145.8184271,0,0,87.57923899,1,0,0,1
 06/26  18:00:00,194.1378213,0,0,98.4874551,1,0,0,1
 06/26  19:00:00,129.2410684,0,0,53.52152659,1,0,0,1
 06/26  20:00:00,8.718874283,0,0,2.994189949,0,0,0,0
 06/26  21:00:00,0,0,0,0,0,0,0,0
 06/26  22:00:00,0,0,0,0,0,0,0,0
 06/26  23:00:00,0,0,0,0,0,0,0,0
 06/26  24:00:00,0,0,0,0,0,0,0,0
 06/27  01:00:00,0,0,0,0,0,0,0,0
 06/27  02:00:00,0,0,0,0,0,0,0,0
 06/27  03:00:00,0,0,0,0,0,0,0,0
 06/27  04:00:00,0,0,0,0,0,0,0,0
 06/27  05:00:00,0,0,0,0,0,0,0,0
 06/27  06:00:00,0,0,0,0,0,0,0,0
 06/27  07:00:00,0,24.03983617,7.237997558,0,0,0,0,0
 06/27  08:00:00,0,151.3201489,79.56561063,0,0,1,1,0
 06/27  09:00:00,0,263.662571,164.1707226,0,0,1,1,0
 06/27  10:00:00,0,191.1464862,135.7048209,0,0,1,1,0
 06/27  11:00:00,0,73.75144238,56.04551542,0,0,1,1,0
 06/27  12:00:00,0,12.55477665,8.137578491,0,0,0,0,0
 06/27  13:00:00,1.162881265,2.90E-02,0.116165602,1.379164615,0,0,0,0
 06/27  14:00:00,18.80831737,0,0,21.5803531,0,0,0,0
 06/27  15:00:00,116.7232109,0,0,101.6215847,1,0,0,1
 06/27  16:00:00,210.9311935,0,0,149.7253475,1,0,0,1
 06/27  17:00:00,284.198076,0,0,171.8207542,1,0,0,1
 06/27  18:00:00,229.0102315,0,0,116.6500386,1,0,0,1
 06/27  19:00:00,147.6642828,0,0,61.11974596,1,0,0,1
 06/27  20:00:00,10.03195776,0,0,3.44512217,0,0,0,0
 06/27  21:00:00,0,0,0,0,0,0,0,0
 06/27  22:00:00,0,0,0,0,0,0,0,0
 06/27  23:00:00,0,0,0,0,0,0,0,0
 06/27  24:00:00,0,0,0,0,0,0,0,0
 06/28  01:00:00,0,0,0,0,0,0,0,0
 06/28  02:00:00,0,0,0,0,0,0,0,0
 06/28  03:00:00,0,0,0,0,0,0,0,0
 06/28  04:00:00,0,0,0,0,0,0,0,0
 06/28  05:00:00,0,0,0,0,0,0,0,0
 06/28  06:00:00,0,0,0,0,0,0,0,0
 06/28  07:00:00,0,21.93799257,6.60516717,0,0,0,0,0
 06/28  08:00:00,0,142.8136525,75.25311384,0,0,1,1,0
 06/28  09:00:00,0,262.727487,163.6443681,0,0,1,1,0
 06/28  10:00:00,0,194.0512588,137.7629986,0,0,1,1,0
 06/28  11:00:00,0,73.83831802,56.11991882,0,0,1,1,0
 06/28  12:00:00,0,12.44601447,8.067081708,0,0,0,0,0
 06/28  13:00:00,1.193302529,2.99E-02,0.120990632,1.416965228,0,0,0,0
 06/28  14:00:00,17.57319457,0,0,20.11381149,0,0,0,0
 06/28  15:00:00,92.45856017,0,0,80.54943317,1,0,0,1
 06/28  16:00:00,165.342424,0,0,117.7881832,1,0,0,1
 06/28  17:00:00,156.8392601,0,0,94.73092881,1,0,0,1
 06/28  18:00:00,188.6723953,0,0,95.79652316,1,0,0,1
 06/28  19:00:00,113.8094921,0,0,47.20525699,1,0,0,0
 06/28  20:00:00,7.510837485,0,0,2.579332305,0,0,0,0
 06/28  21:00:00,0,0,0,0,0,0,0,0
 06/28  22:00:00,0,0,0,0,0,0,0,0
 06/28  23:00:00,0,0,0,0,0,0,0,0
 06/28  24:00:00,0,0,0,0,0,0,0,0
 06/29  01:00:00,0,0,0,0,0,0,0,0
 06/29  02:00:00,0,0,0,0,0,0,0,0
 06/29  03:00:00,0,0,0,0,0,0,0,0
 06/29  04:00:00,0,0,0,0,0,0,0,0
 06/29  05:00:00,0,0,0,0,0,0,0,0
 06/29  06:00:00,0,0,0,0,0,0,0,0
 06/29  07:00:00,0,18.65386195,5.61636969,0,0,0,0,0
 06/29  08:00:00,0,122.2886349,64.46585242,0,0,1,1,0
 06/29  09:00:00,0,201.7701163,124.994727,0,0,1,1,0
 06/29  10:00:00,0,78.43940694,55.57381464,0,0,1,1,0
 06/29  11:00:00,0,36.07921757,27.41943944,0,0,0,0,0
 06/29  12:00:00,0,5.975281752,3.872975521,0,0,0,0,0
 06/29  13:00:00,0.487729713,1.26E-02,4.91E-02,0.578564589,0,0,0,0
 06/29  14:00:00,7.423118824,0,0,8.493297451,0,0,0,0
 06/29  15:00:00,58.96301635,0,0,50.0956778,1,0,0,1
 06/29  16:00:00,243.2495524,0,0,172.4964181,1,0,0,1
 06/29  17:00:00,231.8981433,0,0,140.6194245,1,0,0,1
 06/29  18:00:00,195.8843179,0,0,99.53190926,1,0,0,1
 06/29  19:00:00,148.9278892,0,0,61.51740782,1,0,0,1
 06/29  20:00:00,10.39962113,0,0,3.571383192,0,0,0,0
 06/29  21:00:00,0,0,0,0,0,0,0,0
 06/29  22:00:00,0,0,0,0,0,0,0,0
 06/29  23:00:00,0,0,0,0,0,0,0,0
 06/29  24:00:00,0,0,0,0,0,0,0,0
 06/30  01:00:00,0,0,0,0,0,0,0,0
 06/30  02:00:00,0,0,0,0,0,0,0,0
 06/30  03:00:00,0,0,0,0,0,0,0,0
 06/30  04:00:00,0,0,0,0,0,0,0,0
 06/30  05:00:00,0,0,0,0,0,0,0,0
 06/30  06:00:00,0,0,0,0,0,0,0,0
 06/30  07:00:00,0,17.45684965,5.063776267,0,0,0,0,0
 06/30  08:00:00,0,120.6144657,65.6879028,0,0,1,1,0
 06/30  09:00:00,0,224.8572863,146.8899153,0,0,1,1,0
 06/30  10:00:00,0,122.7842836,93.56485284,0,0,1,1,0
 06/30  11:00:00,0,46.85798236,41.03227041,0,0,0,0,0
 06/30  12:00:00,0,7.187216954,4.658443786,0,0,0,0,0
 06/30  13:00:00,0.280039622,1.12E-02,0.10178968,0.403161709,0,0,0,0
 06/30  14:00:00,7.255579955,0,0,8.890658533,0,0,0,0
 06/30  15:00:00,41.87165725,0,0,42.75436023,0,0,0,0
 06/30  16:00:00,67.99523999,0,0,52.49116935,1,0,0,1
 06/30  17:00:00,98.6700276,0,0,63.48083786,1,0,0,1
 06/30  18:00:00,94.63149586,0,0,51.13665226,1,0,0,1
 06/30  19:00:00,51.23810771,0,0,22.66446397,1,0,0,0
 06/30  20:00:00,3.32904443,0,0,1.228904522,0,0,0,0
 06/30  21:00:00,0,0,0,0,0,0,0,0
 06/30  22:00:00,0,0,0,0,0,0,0,0
 06/30  23:00:00,0,0,0,0,0,0,0,0
 06/30  24:00:00,0,0,0,0,0,0,0,0
 07/01  01:00:00,0,0,0,0,0,0,0,0
 07/01  02:00:00,0,0,0,0,0,0,0,0
 07/01  03:00:00,0,0,0,0,0,0,0,0
 07/01  04:00:00,0,0,0,0,0,0,0,0
 07/01  05:00:00,0,0,0,0,0,0,0,0
 07/01  06:00:00,0,0,0,0,0,0,0,0
 07/01  07:00:00,0,1.454737471,0.421981356,0,0,0,0,0
 07/01  08:00:00,0,35.10391579,20.09224891,0,0,0,0,0
 07/01  09:00:00,0,152.4203,100.6472652,0,0,1,1,0
 07/01  10:00:00,0,180.6825646,138.3817431,0,0,1,1,0
 07/01  11:00:00,0,80.28313772,70.25264669,0,0,1,1,0
 07/01  12:00:00,0,14.67137712,9.509337342,0,0,0,0,0
 07/01  13:00:00,0.723969331,2.92E-02,0.289672361,1.06862021,0,0,0,0
 07/01  14:00:00,16.61575329,0,0,20.36374603,0,0,0,0
 07/01  15:00:00,105.8546353,0,0,107.165663,1,0,0,1
 07/01  16:00:00,228.3319282,0,0,175.9650472,1,0,0,1
 07/01  17:00:00,304.1341546,0,0,195.9862117,1,0,0,1
 07/01  18:00:00,272.3982125,0,0,147.0320818,1,0,0,1
 07/01  19:00:00,183.8245294,0,0,81.01889892,1,0,0,1
 07/01  20:00:00,12.58794925,0,0,4.646795223,0,0,0,0
 07/01  21:00:00,0,0,0,0,0,0,0,0
 07/01  22:00:00,0,0,0,0,0,0,0,0
 07/01  23:00:00,0,0,0,0,0,0,0,0
 07/01  24:00:00,0,0,0,0,0,0,0,0
 07/02  01:00:00,0,0,0,0,0,0,0,0
 07/02  02:00:00,0,0,0,0,0,0,0,0
 07/02  03:00:00,0,0,0,0,0,0,0,0
 07/02  04:00:00,0,0,0,0,0,0,0,0
 07/02  05:00:00,0,0,0,0,0,0,0,0
 07/02  06:00:00,0,0,0,0,0,0,0,0
 07/02  07:00:00,0,24.33379042,7.05859722,0,0,0,0,0
 07/02  08:00:00,0,147.6946922,79.64138747,0,0,1,1,0
 07/02  09:00:00,0,247.8945654,162.5046683,0,0,1,1,0
 07/02  10:00:00,0,196.8465332,150.3938993,0,0,1,1,0
 07/02  11:00:00,0,79.79859483,69.81007002,0,0,1,1,0
 07/02  12:00:00,0,14.61634344,9.473666539,0,0,0,0,0
 07/02  13:00:00,0.724057465,2.92E-02,0.289984286,1.069020338,0,0,0,0
 07/02  14:00:00,16.66957854,0,0,20.43813295,0,0,0,0
 07/02  15:00:00,110.8064986,0,0,111.8203722,1,0,0,1
 07/02  16:00:00,269.6534295,0,0,207.3572814,1,0,0,1
 07/02  17:00:00,407.2305706,0,0,262.0060374,1,0,0,1
 07/02  18:00:00,397.9862613,0,0,214.8260534,1,0,0,1
 07/02  19:00:00,245.9261011,0,0,108.5494884,1,0,0,1
 07/02  20:00:00,16.48917319,0,0,6.086917709,0,0,0,0
 07/02  21:00:00,0,0,0,0,0,0,0,0
 07/02  22:00:00,0,0,0,0,0,0,0,0
 07/02  23:00:00,0,0,0,0,0,0,0,0
 07/02  24:00:00,0,0,0,0,0,0,0,0
 07/03  01:00:00,0,0,0,0,0,0,0,0
 07/03  02:00:00,0,0,0,0,0,0,0,0
 07/03  03:00:00,0,0,0,0,0,0,0,0
 07/03  04:00:00,0,0,0,0,0,0,0,0
 07/03  05:00:00,0,0,0,0,0,0,0,0
 07/03  06:00:00,0,0,0,0,0,0,0,0
 07/03  07:00:00,0,24.86278587,7.212044986,0,0,0,0,0
 07/03  08:00:00,0,150.0779081,80.88985335,0,0,1,1,0
 07/03  09:00:00,0,249.0844379,163.2658589,0,0,1,1,0
 07/03  10:00:00,0,196.4697398,150.1040074,0,0,1,1,0
 07/03  11:00:00,0,79.6888361,69.7177579,0,0,1,1,0
 07/03  12:00:00,0,14.4980227,9.396976214,0,0,0,0,0
 07/03  13:00:00,0.718935017,2.90E-02,0.288644603,1.062147058,0,0,0,0
 07/03  14:00:00,15.99742366,0,0,19.55628242,0,0,0,0
 07/03  15:00:00,89.84631031,0,0,91.5683436,1,0,0,1
 07/03  16:00:00,154.4549054,0,0,119.4672931,1,0,0,1
 07/03  17:00:00,179.3046836,0,0,115.5023445,1,0,0,1
 07/03  18:00:00,183.8925141,0,0,99.13375844,1,0,0,1
 07/03  19:00:00,123.6931907,0,0,54.53644371,1,0,0,1
 07/03  20:00:00,8.426643714,0,0,3.110664571,0,0,0,0
 07/03  21:00:00,0,0,0,0,0,0,0,0
 07/03  22:00:00,0,0,0,0,0,0,0,0
 07/03  23:00:00,0,0,0,0,0,0,0,0
 07/03  24:00:00,0,0,0,0,0,0,0,0
 07/04  01:00:00,0,0,0,0,0,0,0,0
 07/04  02:00:00,0,0,0,0,0,0,0,0
 07/04  03:00:00,0,0,0,0,0,0,0,0
 07/04  04:00:00,0,0,0,0,0,0,0,0
 07/04  05:00:00,0,0,0,0,0,0,0,0
 07/04  06:00:00,0,0,0,0,0,0,0,0
 07/04  07:00:00,0,23.67254612,6.866787513,0,0,0,0,0
 07/04  08:00:00,0,144.4784142,77.94236495,0,0,1,1,0
 07/04  09:00:00,0,244.6908841,160.4068098,0,0,1,1,0
 07/04  10:00:00,0,194.4905209,148.6077525,0,0,1,1,0
 07/04  11:00:00,0,79.43420635,69.49836313,0,0,1,1,0
 07/04  12:00:00,0,14.36943709,9.313634558,0,0,0,0,0
 07/04  13:00:00,0.697125173,2.80E-02,0.275426263,1.025580273,0,0,0,0
 07/04  14:00:00,15.82144854,0,0,19.33905624,0,0,0,0
 07/04  15:00:00,82.92102777,0,0,85.09945512,1,0,0,1
 07/04  16:00:00,106.9764655,0,0,82.92863844,1,0,0,1
 07/04  17:00:00,138.5366043,0,0,89.08240418,1,0,0,1
 07/04  18:00:00,152.3754817,0,0,82.11123936,1,0,0,1
 07/04  19:00:00,102.4617134,0,0,45.18004164,1,0,0,0
 07/04  20:00:00,6.970186776,0,0,2.573018842,0,0,0,0
 07/04  21:00:00,0,0,0,0,0,0,0,0
 07/04  22:00:00,0,0,0,0,0,0,0,0
 07/04  23:00:00,0,0,0,0,0,0,0,0
 07/04  24:00:00,0,0,0,0,0,0,0,0
 07/05  01:00:00,0,0,0,0,0,0,0,0
 07/05  02:00:00,0,0,0,0,0,0,0,0
 07/05  03:00:00,0,0,0,0,0,0,0,0
 07/05  04:00:00,0,0,0,0,0,0,0,0
 07/05  05:00:00,0,0,0,0,0,0,0,0
 07/05  06:00:00,0,0,0,0,0,0,0,0
 07/05  07:00:00,0,24.99503473,7.250406927,0,0,0,0,0
 07/05  08:00:00,0,150.4891779,81.09429413,0,0,1,1,0
 07/05  09:00:00,0,248.7496123,163.04687,0,0,1,1,0
 07/05  10:00:00,0,196.189611,149.880514,0,0,1,1,0
 07/05  11:00:00,0,78.89093676,69.02546763,0,0,1,1,0
 07/05  12:00:00,0,14.05765283,9.111549888,0,0,0,0,0
 07/05  13:00:00,0.614629431,2.74E-02,0.269118147,0.928723373,0,0,0,0
 07/05  14:00:00,11.80138739,0,0,14.35526597,0,0,0,0
 07/05  15:00:00,59.30241043,0,0,60.39658144,1,0,0,1
 07/05  16:00:00,127.386177,0,0,97.86732669,1,0,0,1
 07/05  17:00:00,199.1847546,0,0,128.6678414,1,0,0,1
 07/05  18:00:00,103.5276276,0,0,56.2362645,1,0,0,1
 07/05  19:00:00,75.43175015,0,0,33.15831882,1,0,0,0
 07/05  20:00:00,5.35768088,0,0,1.977768215,0,0,0,0
 07/05  21:00:00,0,0,0,0,0,0,0,0
 07/05  22:00:00,0,0,0,0,0,0,0,0
 07/05  23:00:00,0,0,0,0,0,0,0,0
 07/05  24:00:00,0,0,0,0,0,0,0,0
 07/06  01:00:00,0,0,0,0,0,0,0,0
 07/06  02:00:00,0,0,0,0,0,0,0,0
 07/06  03:00:00,0,0,0,0,0,0,0,0
 07/06  04:00:00,0,0,0,0,0,0,0,0
 07/06  05:00:00,0,0,0,0,0,0,0,0
 07/06  06:00:00,0,0,0,0,0,0,0,0
 07/06  07:00:00,0,25.65627903,7.442216634,0,0,0,0,0
 07/06  08:00:00,0,154.0218002,82.97790356,0,0,1,1,0
 07/06  09:00:00,0,253.1753915,165.9412083,0,0,1,1,0
 07/06  10:00:00,0,199.4564366,152.382893,0,0,1,1,0
 07/06  11:00:00,0,80.68661133,70.59361411,0,0,1,1,0
 07/06  12:00:00,0,14.56418472,9.439859647,0,0,0,0,0
 07/06  13:00:00,0.720082699,2.92E-02,0.289766244,1.064463796,0,0,0,0
 07/06  14:00:00,16.47673821,0,0,20.20095291,0,0,0,0
 07/06  15:00:00,102.9258003,0,0,104.5058147,1,0,0,1
 07/06  16:00:00,204.8722504,0,0,157.7974654,1,0,0,1
 07/06  17:00:00,302.6942304,0,0,194.8854331,1,0,0,1
 07/06  18:00:00,280.5264039,0,0,151.2693865,1,0,0,1
 07/06  19:00:00,207.6475346,0,0,91.4088691,1,0,0,1
 07/06  20:00:00,14.46053674,0,0,5.338054016,0,0,0,0
 07/06  21:00:00,0,0,0,0,0,0,0,0
 07/06  22:00:00,0,0,0,0,0,0,0,0
 07/06  23:00:00,0,0,0,0,0,0,0,0
 07/06  24:00:00,0,0,0,0,0,0,0,0
 07/07  01:00:00,0,0,0,0,0,0,0,0
 07/07  02:00:00,0,0,0,0,0,0,0,0
 07/07  03:00:00,0,0,0,0,0,0,0,0
 07/07  04:00:00,0,0,0,0,0,0,0,0
